Title,Year,Director,Hero,TMDB ID,Slug,Review URL
"Bhargava",1991,"A Kodandarami Reddy","Daggubati Venkatesh",,bhargava-1991,http://localhost:3000/reviews/bhargava-1991
"Sarpayagam",1991,"Paruchuri Brothers","Daggubati Venkatesh",,sarpayagam-1991,http://localhost:3000/reviews/sarpayagam-1991
"Seetharamayya Gari Manavaralu",1991,"Kranthi Kumar","Akkineni Nageswara Rao",,seetharamayya-gari-manavaralu-1991,http://localhost:3000/reviews/seetharamayya-gari-manavaralu-1991
"Prema Thapassu",1991,"Vamsy","Rajendra Prasad",,prema-thapassu-1991,http://localhost:3000/reviews/prema-thapassu-1991
"Prardhana",1991,"Sharath","Daggubati Venkatesh",,prardhana-1991,http://localhost:3000/reviews/prardhana-1991
"Naa Pellam Naa Ishtam",1991,"Gedhada Anand Babu","Naresh",,naa-pellam-naa-ishtam-1991,http://localhost:3000/reviews/naa-pellam-naa-ishtam-1991
"Nagastharam",1991,"Krishna","Krishna",,nagastharam-1991,http://localhost:3000/reviews/nagastharam-1991
"Nayakuralu",1991,"Sharath","Vinod Kumar",,nayakuralu-1991,http://localhost:3000/reviews/nayakuralu-1991
"Chanti",1991,"Ravi Raja Pinisetty","Daggubati Venkatesh",,chanti-1991,http://localhost:3000/reviews/chanti-1991
"Keechu Raallu",1991,"Kodi Ramakrishna","Rajendra Prasad",,keechu-raallu-1991,http://localhost:3000/reviews/keechu-raallu-1991
"Athiradhudu",1991,"Ravi Raja Pinisetty","Daggubati Venkatesh",,athiradhudu-1991,http://localhost:3000/reviews/athiradhudu-1991
"Pandirimancham",1991,"Relangi Narasimha Rao","Jagapathi Babu",,pandirimancham-1991,http://localhost:3000/reviews/pandirimancham-1991
"Sri Edukondala Swaami",1991,"Kamalakara Kameswara Rao","Arun Govil",,sri-edukondala-swaami-1991,http://localhost:3000/reviews/sri-edukondala-swaami-1991
"April 1 Vidudala",1991,"Vamsy","Rajendra Prasad",,april-1-vidudala-1991,http://localhost:3000/reviews/april-1-vidudala-1991
"Aagraham",1991,"K. S. Ravi","Rajasekhar",,aagraham-1991,http://localhost:3000/reviews/aagraham-1991
"Manasu Mamata",1990,"Mouli","Naresh",,manasu-mamata-1990,http://localhost:3000/reviews/manasu-mamata-1990
"Guru Sishyulu",1990,"S.P. Muthuraman","Krishnam Raju",,guru-sishyulu-1990,http://localhost:3000/reviews/guru-sishyulu-1990
"Agni Sakshi",1990,"K. Balachander","Daggubati Venkatesh",,agni-sakshi-1990,http://localhost:3000/reviews/agni-sakshi-1990
"Ankitham",1990,"Kodanda Rami Reddy","Sarath Babu",,ankitham-1990,http://localhost:3000/reviews/ankitham-1990
"Rajasekhar",1990,"K. S. Prakash Rao","Rajasekhar",,rajasekhar-1990,http://localhost:3000/reviews/rajasekhar-1990
"Agni Pravesam",1990,"Yandamoori","Sivaji Raja",,agni-pravesam-1990,http://localhost:3000/reviews/agni-pravesam-1990
"Chinna Kodalu",1990,"Kodanda Rami Reddy","Naresh",,chinna-kodalu-1990,http://localhost:3000/reviews/chinna-kodalu-1990
"Prajala Manishi",1990,"M. Rosi Raju","Krishna",,prajala-manishi-1990,http://localhost:3000/reviews/prajala-manishi-1990
"Matti Manushulu",1990,"Kodandarami Reddy","Nandamuri Balakrishna",,matti-manushulu-1990,http://localhost:3000/reviews/matti-manushulu-1990
"Mahajananiki Maradalu Pilla",1990,"Vallabhaneni Jhanardan","Rajendra Prasad",,mahajananiki-maradalu-pilla-1990,http://localhost:3000/reviews/mahajananiki-maradalu-pilla-1990
"Aayudham",1990,"Kodi Ramakrishna","Krishna",,aayudham-1990,http://localhost:3000/reviews/aayudham-1990
"Adadhi",1990,"Girish","Daggubati Venkatesh",,adadhi-1990,http://localhost:3000/reviews/adadhi-1990
"Vishnu",1990,"V. B. Rajendra Prasad","Krishna",,vishnu-1990,http://localhost:3000/reviews/vishnu-1990
"Sathruvu",1990,"Kodandarami Reddy","Daggubati Venkatesh",,sathruvu-1990,http://localhost:3000/reviews/sathruvu-1990
"Mama Alludu",1990,"Relangi Narasimha Rao","Rajendra Prasad",,mama-alludu-1990,http://localhost:3000/reviews/mama-alludu-1990
"Mrugathrushna",1990,"P. Sambasiva Rao","Murali Mohan",,mrugathrushna-1990,http://localhost:3000/reviews/mrugathrushna-1990
"Nagastram",1990,"Krishna","Krishna",,nagastram-1990,http://localhost:3000/reviews/nagastram-1990
"20va Shatabdam",1990,"Kodi Ramakrishna","Suman",,20va-shatabdam-1990,http://localhost:3000/reviews/20va-shatabdam-1990
"Idem Pellam Baboi",1990,"Ravi Teja","Rajendra Prasad",,idem-pellam-baboi-1990,http://localhost:3000/reviews/idem-pellam-baboi-1990
"Rao Gari Intlo Rowdy",1990,"Kodi Ramakrishna","Akkineni Nageswara Rao",,rao-gari-intlo-rowdy-1990,http://localhost:3000/reviews/rao-gari-intlo-rowdy-1990
"Iddaru Iddare",1990,"A Kodandarami Reddy","Daggubati Venkatesh",,iddaru-iddare-1990,http://localhost:3000/reviews/iddaru-iddare-1990
"Anjali",1990,"Mani Ratnam","Raghuvaran",,anjali-1990,http://localhost:3000/reviews/anjali-1990
"Lakshmi Durga",1990,"Raghuram","Naresh",,lakshmi-durga-1990,http://localhost:3000/reviews/lakshmi-durga-1990
"Yauvana Poratham",1990,"Fazil","Abbas",,yauvana-poratham-1990,http://localhost:3000/reviews/yauvana-poratham-1990
"Master Kapuram",1990,"K. Vasu","Rajendra Prasad",,master-kapuram-1990,http://localhost:3000/reviews/master-kapuram-1990
"Abhisarika",1990,"Muthyala Subbaiah","Naresh",,abhisarika-1990,http://localhost:3000/reviews/abhisarika-1990
"Yamapaasam",1989,"Kodanda Rami Reddy","Rajasekhar",,yamapaasam-1989,http://localhost:3000/reviews/yamapaasam-1989
"Bharata Nari",1989,"Muthyala Subbaiah","Daggubati Venkatesh",,bharata-nari-1989,http://localhost:3000/reviews/bharata-nari-1989
"Bhale Donga",1989,"Kodi Ramakrishna","N. Balakrishna",,bhale-donga-1989,http://localhost:3000/reviews/bhale-donga-1989
"Manchu Kutumbam",1989,"Relangi Narasimha Rao","Rajendra Prasad",,manchu-kutumbam-1989,http://localhost:3000/reviews/manchu-kutumbam-1989
"Ontari Poratam",1989,"K. Raghavendra Rao","Daggubati Venkatesh",,ontari-poratam-1989,http://localhost:3000/reviews/ontari-poratam-1989
"Bala Gopaludu",1989,"Muthyala Subbaiah","Nandamuri Balakrishna",,bala-gopaludu-1989,http://localhost:3000/reviews/bala-gopaludu-1989
"Jayamu Nischayamu Raa",1989,"Jandhyala","Rajendra Prasad",,jayamu-nischayamu-raa-1989,http://localhost:3000/reviews/jayamu-nischayamu-raa-1989
"Parthudu",1989,"K.S.R. Das","Krishna",,parthudu-1989,http://localhost:3000/reviews/parthudu-1989
"Sarvabhoumudu",1989,"K. Raghavendra Rao","Krishna",,sarvabhoumudu-1989,http://localhost:3000/reviews/sarvabhoumudu-1989
"Srirama Chandrudu",1989,"Deva Das Kanakala","Akkineni Nagarjuna",,srirama-chandrudu-1989,http://localhost:3000/reviews/srirama-chandrudu-1989
"Lankeswarudu",1989,"Kodandarami Reddy","Chiranjeevi",,lankeswarudu-1989,http://localhost:3000/reviews/lankeswarudu-1989
"Joo Laka Taka",1989,"G. Madhusudhan Rao","Rajendra Prasad",,joo-laka-taka-1989,http://localhost:3000/reviews/joo-laka-taka-1989
"Agni",1989,"Harish Shankar","Daggubati Venkatesh",,agni-1989,http://localhost:3000/reviews/agni-1989
"Anna Chellalu",1989,"Ravi Raja Pinisetty","Sobhan Babu",,anna-chellalu-1989,http://localhost:3000/reviews/anna-chellalu-1989
"Kokila",1989,"Geetha Krishna","Akkineni Nagarjuna",,kokila-1989,http://localhost:3000/reviews/kokila-1989
"Shiva",1989,"Ram Gopal Varma","Akkineni Nagarjuna",,shiva-1989,http://localhost:3000/reviews/shiva-1989
"Rajakeeya Chadarangam",1989,"Kodandarami Reddy","Krishna",,rajakeeya-chadarangam-1989,http://localhost:3000/reviews/rajakeeya-chadarangam-1989
"Poola Rangadu",1989,"Kodi Ramakrishna","Daggubati Venkatesh",,poola-rangadu-1989,http://localhost:3000/reviews/poola-rangadu-1989
"Vichitra Sodarulu",1989,"Kodanda Rami Reddy","Kamal Haasan",,vichitra-sodarulu-1989,http://localhost:3000/reviews/vichitra-sodarulu-1989
"Mouna Poratam",1989,"Mohan Gandhi","Karthik",,mouna-poratam-1989,http://localhost:3000/reviews/mouna-poratam-1989
"Naga Pournami",1989,"Kodandarami Reddy","Daggubati Venkatesh",,naga-pournami-1989,http://localhost:3000/reviews/naga-pournami-1989
"Kallu",1988,"M. V. Raghu","Rajendra Prasad",,kallu-1988,http://localhost:3000/reviews/kallu-1988
"Donga Kollu",1988,"Kodandarami Reddy","Rajendra Prasad",,donga-kollu-1988,http://localhost:3000/reviews/donga-kollu-1988
"Chikkadu Dorakadu",1988,"Relangi Narasimha Rao","Rajendra Prasad",,chikkadu-dorakadu-1988,http://localhost:3000/reviews/chikkadu-dorakadu-1988
"Intinti Bhagavatham",1988,"V. E. Sharma","Naresh",,intinti-bhagavatham-1988,http://localhost:3000/reviews/intinti-bhagavatham-1988
"Maharajasri Mayagadu",1988,"Vijaya Bapineedu","Krishna",,maharajasri-mayagadu-1988,http://localhost:3000/reviews/maharajasri-mayagadu-1988
"Maharajashri Mayagaadu",1988,"Vijaya Bapineedu","Rajendra Prasad",,maharajashri-mayagaadu-1988,http://localhost:3000/reviews/maharajashri-mayagaadu-1988
"Station Master",1988,"Kodanda Rami Reddy","Rajendra Prasad",,station-master-1988,http://localhost:3000/reviews/station-master-1988
"Thodallullu",1988,"Relangi Narasimha Rao","Rajendra Prasad",,thodallullu-1988,http://localhost:3000/reviews/thodallullu-1988
"Bava Marudula Saval",1988,"C. V. Ganesh","Rajendra Prasad",,bava-marudula-saval-1988,http://localhost:3000/reviews/bava-marudula-saval-1988
"Aahuthi",1988,"Kodandarami Reddy","Vijayashanti",,aahuthi-1988,http://localhost:3000/reviews/aahuthi-1988
"Bharya Bhartala Bhagotham",1988,"Mahesh Kumar","Rajendra Prasad",,bharya-bhartala-bhagotham-1988,http://localhost:3000/reviews/bharya-bhartala-bhagotham-1988
"Jeevana Jyothi",1988,"K. Raghavendra Rao","Murali Mohan",,jeevana-jyothi-1988,http://localhost:3000/reviews/jeevana-jyothi-1988
"Brahma Puthrudu",1988,"K. Murali Mohan","Daggubati Venkatesh",,brahma-puthrudu-1988,http://localhost:3000/reviews/brahma-puthrudu-1988
"Bazaar Rowdy",1988,"A. Kodandarami Reddy","Daggubati Venkatesh",,bazaar-rowdy-1988,http://localhost:3000/reviews/bazaar-rowdy-1988
"Maharshi",1988,"Vamsy","Kamal Haasan",,maharshi-1988,http://localhost:3000/reviews/maharshi-1988
"Yuddha Bhoomi",1988,"K. Raghavendra Rao","Chiranjeevi",,yuddha-bhoomi-1988,http://localhost:3000/reviews/yuddha-bhoomi-1988
"Praja Prathinidhi",1988,"Krishna","Krishna",,praja-prathinidhi-1988,http://localhost:3000/reviews/praja-prathinidhi-1988
"Sri Kanaka Mahalakshmi Recording Dance Troupe",1988,"Vamsy","Naresh",,sri-kanaka-mahalakshmi-recording-dance-troupe-1988,http://localhost:3000/reviews/sri-kanaka-mahalakshmi-recording-dance-troupe-1988
"Jhansi Rani",1988,"K. S. R. Das","Vijayashanti",,jhansi-rani-1988,http://localhost:3000/reviews/jhansi-rani-1988
"Donga Ramudu",1988,"Kodanda Rami Reddy","N. Balakrishna",,donga-ramudu-1988,http://localhost:3000/reviews/donga-ramudu-1988
"Trinetrudu",1988,"Muktha Srinivasan","Chiranjeevi",,trinetrudu-1988,http://localhost:3000/reviews/trinetrudu-1988
"Agni Keratalu",1988,"K. Raghavendra Rao","Krishna",,agni-keratalu-1988,http://localhost:3000/reviews/agni-keratalu-1988
"Varasudochadu",1988,"A Kodandarami Reddy","Daggubati Venkatesh",,varasudochadu-1988,http://localhost:3000/reviews/varasudochadu-1988
"Abhinandana",1988,"Ashok Kumar","Kartheek",,abhinandana-1988,http://localhost:3000/reviews/abhinandana-1988
"Choopulu Kalasina Subhavela",1988,"Jandhyala","Mohan",,choopulu-kalasina-subhavela-1988,http://localhost:3000/reviews/choopulu-kalasina-subhavela-1988
"Kaliyuga Karnudu",1988,"Krishna","Krishna",,kaliyuga-karnudu-1988,http://localhost:3000/reviews/kaliyuga-karnudu-1988
"Premayanam",1988,"Relangi Narasimha Rao","Akkineni Nagarjuna",,premayanam-1988,http://localhost:3000/reviews/premayanam-1988
"Donga Pelli",1988,"Ravi Raja Pinisetty starring Sobhan Babu","Sobhan Babu",,donga-pelli-1988,http://localhost:3000/reviews/donga-pelli-1988
"Asthulu Anthasthulu",1988,"Ashok Kumar","Rajendra Prasad",,asthulu-anthasthulu-1988,http://localhost:3000/reviews/asthulu-anthasthulu-1988
"Chinnari Devatha",1987,"Kodi Ramakrishna","Daggubati Venkatesh",,chinnari-devatha-1987,http://localhost:3000/reviews/chinnari-devatha-1987
"Vishwanatha Nayakudu",1987,"Krishna","Krishna",,vishwanatha-nayakudu-1987,http://localhost:3000/reviews/vishwanatha-nayakudu-1987
"Lawyer Suhasini",1987,"Vamsy","Rajendra Prasad",,lawyer-suhasini-1987,http://localhost:3000/reviews/lawyer-suhasini-1987
"Thandri Kodukula Challenge",1987,"M. Mallikarjuna Rao","Krishna",,thandri-kodukula-challenge-1987,http://localhost:3000/reviews/thandri-kodukula-challenge-1987
"Nakoo Pellam Kavali",1987,"Vijaya Bapineedu","Rajendra Prasad",,nakoo-pellam-kavali-1987,http://localhost:3000/reviews/nakoo-pellam-kavali-1987
"Bharathamlo Arjunudu",1987,"K. Raghavendra Rao","Daggubati Venkatesh",,bharathamlo-arjunudu-1987,http://localhost:3000/reviews/bharathamlo-arjunudu-1987
"Maharshi",1987,"Vamsy","Kamal Haasan",,maharshi-1987,http://localhost:3000/reviews/maharshi-1987
"Jebu Donga",1987,"V. B. Rajendra Prasad","Chiranjeevi",,jebu-donga-1975,http://localhost:3000/reviews/jebu-donga-1975
"Pushpaka Vimanam",1987,"Singitham Srinivasa Rao","Kamal Haasan",,pushpaka-vimanam-1987,http://localhost:3000/reviews/pushpaka-vimanam-1987
"Bhargava Ramudu",1987,"A. Kodandarami Reddy","Nandamuri Balakrishna",,bhargava-ramudu-1987,http://localhost:3000/reviews/bhargava-ramudu-1987
"Maa Voori Magadu",1987,"K. Bapaiah","Krishna",,maa-voori-magadu-1987,http://localhost:3000/reviews/maa-voori-magadu-1987
"Maa Ooru",1987,"Kodanda Rami Reddy","Rajendra Prasad",,maa-ooru-1987,http://localhost:3000/reviews/maa-ooru-1987
"Thene Manasulu",1987,"K. Vasu","Rajendra Prasad",,thene-manasulu-1987,http://localhost:3000/reviews/thene-manasulu-1987
"Tene Manasulu",1987,"Rajendra Prasad","Krishna",,tene-manasulu-1987,http://localhost:3000/reviews/tene-manasulu-1987
"Sankharavam",1987,"Krishnam Raju","Krishnam Raju",,sankharavam-1987,http://localhost:3000/reviews/sankharavam-1987
"Vamsy",1987,"Krishnam Raju","Krishnam Raju",,vamsy-1987,http://localhost:3000/reviews/vamsy-1987
"Muvva Gopaludu",1987,"Kodandarami Reddy","Nandamuri Balakrishna",,muvva-gopaludu-1987,http://localhost:3000/reviews/muvva-gopaludu-1987
"Dammit Katha Addam Thirigindi",1987,"K. Vasu","Rajendra Prasad",,dammit-katha-addam-thirigindi-1987,http://localhost:3000/reviews/dammit-katha-addam-thirigindi-1987
"Dongodochhadu",1987,"Kodi Ramakrishna","Krishna",,dongodochhadu-1987,http://localhost:3000/reviews/dongodochhadu-1987
"Bharatamlo Arjunudu",1987,"K. Raghavendra Rao","Daggubati Venkatesh",,bharatamlo-arjunudu-1987,http://localhost:3000/reviews/bharatamlo-arjunudu-1987
"Santhi Nivasam",1986,"G. Ram Mohana Rao","Krishna",,santhi-nivasam-1986,http://localhost:3000/reviews/santhi-nivasam-1986
"Ravana Brahma",1986,"Kodandarami Reddy","Krishnam Raju",,ravana-brahma-1986,http://localhost:3000/reviews/ravana-brahma-1986
"Nippulanti Manishi",1986,"S. B. Chandrashekar","Nandamuri Balakrishna",,nippulanti-manishi-1986,http://localhost:3000/reviews/nippulanti-manishi-1986
"Muddula Krishnaiah",1986,"Kodandarami Reddy","Nandamuri Balakrishna",,muddula-krishnaiah-1986,http://localhost:3000/reviews/muddula-krishnaiah-1986
"Captain Nagarjun",1986,"Kodandarami Reddy","Akkineni Nagarjuna",,captain-nagarjun-1986,http://localhost:3000/reviews/captain-nagarjun-1986
"Brahma Rudrulu",1986,"K. Vasu","Krishna",,brahma-rudrulu-1986,http://localhost:3000/reviews/brahma-rudrulu-1986
"Naa Pilupe Prabahanajam",1986,"P. Chandrasekhara Reddy","Krishna",,naa-pilupe-prabahanajam-1986,http://localhost:3000/reviews/naa-pilupe-prabahanajam-1986
"Nireekshana",1986,"Balachandra","Bala Krishna",,nireekshana-1986,http://localhost:3000/reviews/nireekshana-1986
"Khaidi Rudraiah",1986,"A. Kodandarami Reddy","Krishna",,khaidi-rudraiah-1986,http://localhost:3000/reviews/khaidi-rudraiah-1986
"Repati Pourulu",1986,"K. Vasu","Krishnam Raju",,repati-pourulu-1986,http://localhost:3000/reviews/repati-pourulu-1986
"Magadheerudu",1986,"K. Raghavendra Rao","Chiranjeevi",,magadheerudu-1986,http://localhost:3000/reviews/magadheerudu-1986
"Parasuramudu",1986,"G. Ram Mohana Rao","Krishna",,parasuramudu-1986,http://localhost:3000/reviews/parasuramudu-1986
"Krishna Paramathma",1986,"Krishna","Krishna",,krishna-paramathma-1986,http://localhost:3000/reviews/krishna-paramathma-1986
"Swathi Muthyam",1986,"Krasna","Kamal Haasan",,swathi-muthyam-1986,http://localhost:3000/reviews/swathi-muthyam-1986
"Apoorva Sahodarulu",1986,"K. Raghavendra Rao","Nandamuri Balakrishna",,apoorva-sahodarulu-1986,http://localhost:3000/reviews/apoorva-sahodarulu-1986
"Ashtalakshmi Vaibhavam",1986,"Suresh Krissna","Nandamuri Balakrishna",,ashtalakshmi-vaibhavam-1986,http://localhost:3000/reviews/ashtalakshmi-vaibhavam-1986
"Kongu Mudi",1985,"Vijaya Bapineedu","Rajendra Prasad",,kongu-mudi-1985,http://localhost:3000/reviews/kongu-mudi-1985
"Surya Chandra",1985,"Vijaya Bapineedu","Krishna",,surya-chandra-1985,http://localhost:3000/reviews/surya-chandra-1985
"Dongala Vetagadu",1985,"K. Raghavendra Rao","Unknown",,dongala-vetagadu-1985,http://localhost:3000/reviews/dongala-vetagadu-1985
"Rakta Sindhuram",1985,"Raviraja Pinisetty","Chiranjeevi",,rakta-sindhuram-1985,http://localhost:3000/reviews/rakta-sindhuram-1985
"Vajrayudham",1985,"K. Raghavendra Rao","Krishna",,vajrayudham-1985,http://localhost:3000/reviews/vajrayudham-1985
"Bhale Thammudu",1985,"Paruchuri Gopala Krishna","Nandamuri Balakrishna",,bhale-thammudu-1985,http://localhost:3000/reviews/bhale-thammudu-1985
"Srivari Shobanam",1985,"Kashinath","Akkineni Nageswara Rao",,srivari-shobanam-1985,http://localhost:3000/reviews/srivari-shobanam-1985
"Devalayam",1985,"K. Vasu","Daggubati Venkatesh",,devalayam-1985,http://localhost:3000/reviews/devalayam-1985
"Bullet",1985,"Bhargava","Krishnam Raju",,bullet-1985,http://localhost:3000/reviews/bullet-1985
"Lanchavatharam",1985,"K. Vasu","Dasari Narayana Rao",,lanchavatharam-1985,http://localhost:3000/reviews/lanchavatharam-1985
"Vandemataram",1985,"T. Krishna","Rajasekhar",,vandemataram-1985,http://localhost:3000/reviews/vandemataram-1985
"Andharikante Monagadu",1985,"T.L.V. Prasad","Krishna",,andharikante-monagadu-1985,http://localhost:3000/reviews/andharikante-monagadu-1985
"Aalapana",1985,"Vamsy","Murali Mohan",,aalapana-1985,http://localhost:3000/reviews/aalapana-1985
"Manthra Dandam",1985,"K. Murali Mohan","Unknown",,manthra-dandam-1985,http://localhost:3000/reviews/manthra-dandam-1985
"Agni Parvatam",1985,"K. Raghavendra Rao","Kongara Jaggayya",,agni-parvatam-1985,http://localhost:3000/reviews/agni-parvatam-1985
"Donga",1985,"A. Kodandarami Reddy","Chiranjeevi",,donga-1985,http://localhost:3000/reviews/donga-1985
"Siksha",1985,"K. Balachander","Murali Mohan",,siksha-1985,http://localhost:3000/reviews/siksha-1985
"Bharyabhartala Bandham",1985,"K. Vasu","R. Narayana Murthy",,bharyabhartala-bandham-1985,http://localhost:3000/reviews/bharyabhartala-bandham-1985
"Babai Abbai",1985,"Jandhyala","Nandamuri Balakrishna",,babai-abbai-1985,http://localhost:3000/reviews/babai-abbai-1985
"Sravanthi",1985,"M. Krishnudu","Murali Mohan",,sravanthi-1985,http://localhost:3000/reviews/sravanthi-1985
"Maha Manishi",1985,"K. Bapayya","Krishna",,maha-manishi-1985,http://localhost:3000/reviews/maha-manishi-1985
"Palnati Simham",1985,"Krishnam Raju","Krishna",,palnati-simham-1985,http://localhost:3000/reviews/palnati-simham-1985
"Puli",1985,"Raghvendra Rao","Rajinikanth",,puli-1985,http://localhost:3000/reviews/puli-1985
"Pattabhishekam",1985,"K. Vasu","Nandamuri Balakrishna",,pattabhishekam-1985,http://localhost:3000/reviews/pattabhishekam-1985
"Rajahmundry Rome",1984,"V. Madhusudhan Rao","Chandra Mohan",,rajahmundry-rome-1984,http://localhost:3000/reviews/rajahmundry-rome-1984
"Yama Doothalu",1984,"P. Chandrasekhara Reddy","Rajendra Prasad",,yama-doothalu-1984,http://localhost:3000/reviews/yama-doothalu-1984
"Goonda",1984,"A. Kodandarami Reddy","Chiranjeevi",,goonda-1984,http://localhost:3000/reviews/goonda-1984
"Illalu Priyuralu",1984,"Kodandarami Reddy","Sobhan Babu",,illalu-priyuralu-1984,http://localhost:3000/reviews/illalu-priyuralu-1984
"Kirai Alludu",1984,"K.S.R. Das","Krishna",,kirai-alludu-1984,http://localhost:3000/reviews/kirai-alludu-1984
"Yuddham",1984,"Dasari Narayana Rao","Krishna",,yuddham-1984,http://localhost:3000/reviews/yuddham-1984
"Uddhandudu",1984,"P. Sambasiva Rao","Krishna",,uddhandudu-1984,http://localhost:3000/reviews/uddhandudu-1984
"Kutumba Gowaravam",1984,"K. Vasu","Arun Kumar",,kutumba-gowaravam-1984,http://localhost:3000/reviews/kutumba-gowaravam-1984
"Swati",1984,"Kranthi Kumar","Suhasini",,swati-1984,http://localhost:3000/reviews/swati-1984
"Aadadhi Visirina Savaal",1984,"K. S. R. Das (Screenplay/Direction)","Vijayalalitha",,aadadhi-visirina-savaal-1984,http://localhost:3000/reviews/aadadhi-visirina-savaal-1984
"Seethamma Pelli",1984,"Bapu","Naresh",,seethamma-pelli-1984,http://localhost:3000/reviews/seethamma-pelli-1984
"Merupu Daadi",1984,"Raviraja Pinisetty","Sobhan Babu",,merupu-daadi-1984,http://localhost:3000/reviews/merupu-daadi-1984
"Rustum",1984,"A. Kodandarami Reddy","Chiranjeevi",,rustum-1984,http://localhost:3000/reviews/rustum-1984
"Pulijoodam",1984,"P. Chandrasekhara Reddy","Krishna",,pulijoodam-1984,http://localhost:3000/reviews/pulijoodam-1984
"Nayakulaku Saval",1984,"K. Vasu","Krishna",,nayakulaku-saval-1984,http://localhost:3000/reviews/nayakulaku-saval-1984
"Devalayam",1984,"K. Vasu","Krishnam Raju",,devalayam-1984,http://localhost:3000/reviews/devalayam-1984
"Swathi",1984,"K. Vasu","Kamal Haasan",,swathi-1984,http://localhost:3000/reviews/swathi-1984
"Mukhyamanthri",1984,"K. Raghavendra Rao","Krishna",,mukhyamanthri-1984,http://localhost:3000/reviews/mukhyamanthri-1984
"Kurra Cheshtalu",1984,"B. V. Prasad","Rajendra Prasad",,kurra-cheshtalu-1984,http://localhost:3000/reviews/kurra-cheshtalu-1984
"Sangeeta Samrat",1984,"K. Vasu","Nandamuri Balakrishna",,sangeeta-samrat-1984,http://localhost:3000/reviews/sangeeta-samrat-1984
"Rowdy",1984,"K. Vasu","Mohan Babu",,rowdy-1984,http://localhost:3000/reviews/rowdy-1984
"Devanthakudu",1984,"Singeetam Srinivasa Rao","Chiranjeevi",,devanthakudu-1984,http://localhost:3000/reviews/devanthakudu-1984
"Mahanagaramlo Mayagadu",1984,"Kodandarami Reddy","Rajendra Prasad",,mahanagaramlo-mayagadu-1984,http://localhost:3000/reviews/mahanagaramlo-mayagadu-1984
"Raktha Sambandham",1984,"K. Vasu","Krishna",,raktha-sambandham-1984,http://localhost:3000/reviews/raktha-sambandham-1984
"Palnati Puli",1984,"Dasari Narayana Rao","Krishnam Raju",,palnati-puli-1984,http://localhost:3000/reviews/palnati-puli-1984
"Agni Gundam",1984,"K. Raghavendra Rao","Chiranjeevi",,agni-gundam-1984,http://localhost:3000/reviews/agni-gundam-1984
"Kurukshetramlo Sita",1984,"B. V. Prasad","Mohan Babu",,kurukshetramlo-sita-1984,http://localhost:3000/reviews/kurukshetramlo-sita-1984
"Veerabhadrudu",1984,"A Kodandarami Reddy","Krishnam Raju",,veerabhadrudu-1984,http://localhost:3000/reviews/veerabhadrudu-1984
"Manasa Veena",1984,"Peethambaram","Akkineni Nageswara Rao",,manasa-veena-1984,http://localhost:3000/reviews/manasa-veena-1984
"Raga Bandham",1984,"Bapu","Suman",,raga-bandham-1984,http://localhost:3000/reviews/raga-bandham-1984
"Tandava Krishnudu",1984,"P","Kaikala Satyanarayana",,tandava-krishnudu-1984,http://localhost:3000/reviews/tandava-krishnudu-1984
"Janani Janmabhoomi",1984,"K. Raghavendra Rao","Nandamuri Balakrishna",,janani-janmabhoomi-1984,http://localhost:3000/reviews/janani-janmabhoomi-1984
"Koteeswarudu",1984,"K. Vasu","Chiranjeevi",,koteeswarudu-1984,http://localhost:3000/reviews/koteeswarudu-1984
"Bangaru Kapuram",1984,"K. Bapaiah","Krishna",,bangaru-kapuram-1984,http://localhost:3000/reviews/bangaru-kapuram-1984
"S. P. Bhayankar",1984,"V. B. Rajendra Prasad","Akkineni Nageswara Rao",,s-p-bhayankar-1984,http://localhost:3000/reviews/s-p-bhayankar-1984
"Disco King",1984,"Bhagyaraj","Kongara Jaggayya",,disco-king-1984,http://localhost:3000/reviews/disco-king-1984
"Rachayitri",1984,"K. Vasu","Bhanu Chander",,rachayitri-1984,http://localhost:3000/reviews/rachayitri-1984
"Rana",1984,"K. Raghavendra Rao","Chiranjeevi",,rana-1984,http://localhost:3000/reviews/rana-1984
"Abhimanyudu",1984,"Dasari Narayana Rao","Krishnam Raju",,abhimanyudu-1984,http://localhost:3000/reviews/abhimanyudu-1984
"Kathanayakudu",1984,"K. Vasu","Kamal Haasan",,kathanayakudu-1984,http://localhost:3000/reviews/kathanayakudu-1984
"Moodu Mullu",1983,"Jandhyala Subramanya Sastry","Kota Srinivasa Rao",,moodu-mullu-1983,http://localhost:3000/reviews/moodu-mullu-1983
"Chandi Rani",1983,"Kodandarami Reddy","Suman",,chandi-rani-1983,http://localhost:3000/reviews/chandi-rani-1983
"Challenge Vetagallu",1983,"A. Kodandarami Reddy","Suman",,challenge-vetagallu-1983,http://localhost:3000/reviews/challenge-vetagallu-1983
"Grahanam Vidichindi",1983,"Murali Mohan","Rajendra Prasad",,grahanam-vidichindi-1983,http://localhost:3000/reviews/grahanam-vidichindi-1983
"Digivachina Devudu",1983,"K. Vasu","Lokesh",,digivachina-devudu-1983,http://localhost:3000/reviews/digivachina-devudu-1983
"Chilaka Josyam",1983,"A Kodandarami Reddy","Arun Kumar",,chilaka-josyam-1983,http://localhost:3000/reviews/chilaka-josyam-1983
"Manavulara Manninchandi",1983,"K. Balachander","Kamal Haasan",,manavulara-manninchandi-1983,http://localhost:3000/reviews/manavulara-manninchandi-1983
