"Actor","Wikipedia Title","Wikipedia Year","Role","Verification Status","DB Title (EN)","DB Title (TE)","DB Year","Match Score","DB Movie ID","Action Required"
"sunil","Bhimavaram Bullodu","2014","Actor (Supporting)","✓ EXISTS","Bhimavaram Bullodu","బహిమావారామ బులలోడు","2014","100","46a05001-d08d-420f-ace7-d4069e2a1b2b","Add sunil to cast/crew"
"sunil","Krishnashtami","2016","Actor (Supporting)","✓ EXISTS","Krishnashtami","కరిసహనాసహటామి","2016","100","4d755346-dcd0-47ef-a4a7-9f775b61aeae","Add sunil to cast/crew"
"sunil","Ungarala Rambabu","2017","Actor (Supporting)","✓ EXISTS","Ungarala Rambabu","ునగారాలా రామబాబు","2017","100","654fa3b4-3060-48db-8b52-f23904721fa6","Add sunil to cast/crew"
"sunil","Silly Fellows","2018","Actor (Supporting)","✓ EXISTS","Silly Fellows","సిల్లీ ఫెల్లోస్","2018","100","9d88601e-ef5d-4420-9d25-475e420a0bf7","Add sunil to cast/crew"
"sunil","Chitralahari","2019","Actor (Supporting)","✓ EXISTS","Chitralahari","చిత్రలహరి","2019","100","1aa12c1f-1e45-4024-9d67-03fa0e3810ed","Add sunil to cast/crew"
"sunil","Ala Vaikunthapurramuloo","2020","Actor (Supporting)","✓ EXISTS","Ala Vaikunthapurramloo","ాలా వాికునటహాపురరామలోో","2020","95","f5cf7a2c-8a3c-4f8b-8a62-3505d5def0a6","Add sunil to cast/crew"
"sunil","Bheemla Nayak","2022","Actor (Supporting)","✓ EXISTS","Bheemla Nayak","భీమ్లా నాయక్","2022","100","341937e5-04fc-4158-a266-19bb1df402cf","Add sunil to cast/crew"
"sunil","Guntur Kaaram","2024","Actor (Supporting)","✓ EXISTS","Guntur Kaaram","గుంటూరు కారం","2024","100","6e07b2c7-41c1-40c1-b171-a5904813f60b","Add sunil to cast/crew"
"sunil","Game Changer","2025","Actor (Supporting)","✓ EXISTS","Game Changer","గేమ్ ఛేంజర్","2025","100","2c705228-bf3c-4083-ac28-dfacbd14ff01","Add sunil to cast/crew"
"sunil","Madrasi","2006","Actor (Supporting)","✓ EXISTS","Madrasi","మాడరాసి","2006","100","7a2e24a6-a152-4985-a96c-d2aebfd2dcbd","Add sunil to cast/crew"
"sunil","Maaveeran","2023","Actor (Supporting)","✓ EXISTS","Maaveeran","మ‌హావీరుడు","2023","100","b36f8a8a-2469-47ec-8964-096b842ab02f","Add sunil to cast/crew"
"sunil","Good Bad Ugly","2025","Actor (Supporting)","✓ EXISTS","Good Bad Ugly","","2025","100","e46bf1d4-a9c6-4c14-879e-2b0eadf22421","Add sunil to cast/crew"
"sunil","Changure Bangaru Raja","2023","Actor (Supporting)","✓ EXISTS","Changure Bangaru Raja","కహానగురె బంగారు రాజా","2023","100","bf0064e3-9747-423d-a817-099162762401","Add sunil to cast/crew"
"tarun","Thalapathi","1991","Cameo appearance (Cameo)","✓ EXISTS","Thalapathi","","1991","100","f0025897-0291-41e4-ba65-c73296664c53","Add tarun to cast/crew"
"tarun","Vajram","1995","Actor (Supporting)","✓ EXISTS","Vajram","వాజరామ","1995","100","34dc1f1f-6fd4-4dcd-a522-a2db63b98ed3","Add tarun to cast/crew"
"tarun","Nuvve Kavali","2000","Actor (Supporting)","✓ EXISTS","Nuvve Kavali","నువవె కావాలి","2000","100","087fe5c9-2ac3-4c9a-9e0b-8035057e8763","Add tarun to cast/crew"
"tarun","Priyamaina Neeku","2001","Actor (Supporting)","✓ EXISTS","Priyamaina Neeku","పరియామాినా నెెకు","2001","100","cedcba47-76d2-479c-9e6d-ddb08629e380","Add tarun to cast/crew"
"tarun","Nuvvu Leka Nenu Lenu","2002","Actor (Supporting)","✓ EXISTS","Nuvvu Leka Nenu Lenu","నువ్వు లెకా నేను లెను","2002","100","041bfcd8-73c5-4ac5-9a1c-bda53f00c539","Add tarun to cast/crew"
"tarun","Ninne Ishtapaddanu","2003","Actor (Supporting)","✓ EXISTS","Ninne Ishtapaddanu","నిననె ిసహటాపాడడాను","2003","100","fd4ee2cc-dfb5-440b-8372-dc8428586e60","Add tarun to cast/crew"
"tarun","Sakhiya","2004","Actor (Supporting)","✓ EXISTS","Sakhiya","సాకహియా","2004","100","50c4fbcf-abd4-43b7-adc6-e2775be24b0a","Add tarun to cast/crew"
"tarun","Soggadu","2005","Actor (Supporting)","✓ EXISTS","Soggadu","సోగగాడు","2005","100","f9520f22-bdfd-41f8-9969-886ce56eb43e","Add tarun to cast/crew"
"tarun","Nava Vasantham","2007","Actor (Supporting)","✓ EXISTS","Nava Vasantham","నావా వాసానటహామ","2007","100","90324245-7f05-498d-ad97-05bb2554a497","Add tarun to cast/crew"
"tarun","Bhale Dongalu","2008","Actor (Supporting)","✓ EXISTS","Bhale Dongalu","బహాలె దొంగలు","2008","100","955bd5e6-d742-48b5-9d98-15d91d1593c9","Add tarun to cast/crew"
"tarun","Sasirekha Parinayam","2009","Actor (Supporting)","✓ EXISTS","Sasirekha Parinayam","సాసిరెకహా పారినాయామ","2009","100","ddf213ab-a02b-41f1-a06b-fe68383e3e7e","Add tarun to cast/crew"
"tarun","Chukkalanti Ammayi Chakkanaina Abbayi","2013","Actor (Supporting)","✓ EXISTS","Chukkalanti Ammayi Chakkanaina Abbayi","కహుకకాలానటి అమ్మాయి కహాకకానాినా ాబబాయి","2013","100","19eaa618-d1c2-471e-9a6c-3bb451a33ed9","Add tarun to cast/crew"
"tarun","Yuddham","2014","Actor (Supporting)","✓ EXISTS","Yuddham","యుడడహామ","2014","100","3a0f6ed7-2dd0-4de9-81ff-64d918fa08ce","Add tarun to cast/crew"
"tarun","Idi Naa Love Story","2018","Actor (Supporting)","✓ EXISTS","Idi Naa Love Story","ఇది నా లవ్ స్టోరీ","2018","100","bf88800b-be3e-476a-9aee-25cdf374abef","Add tarun to cast/crew"
"varun sandesh","Happy Days","2007","Actor (Supporting)","✓ EXISTS","Happy Days","లవ్ యు బంగారమ్","2007","100","a0732f97-6226-4e35-b74d-97f402bd506d","Add varun sandesh to cast/crew"
"varun sandesh","Kotha Bangaru Lokam","2008","Actor (Supporting)","✓ EXISTS","Kotha Bangaru Lokam","కోటహా బంగారు లోకామ","2008","100","36c1c508-45e4-4a76-aafe-90f007b00090","Add varun sandesh to cast/crew"
"varun sandesh","Evaraina Epudaina","2009","Actor (Supporting)","✓ EXISTS","Evaraina Epudaina","ెవారాినా ెపుడాినా","2009","100","b157227f-376c-4c3f-be95-b161b19b373c","Add varun sandesh to cast/crew"
"varun sandesh","Maro Charitra","2010","Actor (Supporting)","✓ EXISTS","Maro Charitra","మారో చరిత్ర","2010","100","f90fb76c-d5f9-4e59-a533-60cd2a7fa78e","Add varun sandesh to cast/crew"
"varun sandesh","Kudirithe Kappu Coffee","2011","Actor (Supporting)","✓ EXISTS","Kudirithe Kappu Coffee","కుడిరిటహె కాపపు కోఫఫెె","2011","100","df524fe1-5154-4f09-a4cf-df2be0745ee4","Add varun sandesh to cast/crew"
"varun sandesh","Chammak Challo","2013","Actor (Supporting)","✓ EXISTS","Chammak Challo","కహామమాక కహాలలో","2013","100","556f5a16-c25a-4ccd-8711-589d408c19e0","Add varun sandesh to cast/crew"
"varun sandesh","Nuvvala Nenila","2014","Actor (Supporting)","✓ EXISTS","Nuvvala Nenila","నువవాలా నెనిలా","2014","100","9180c7e1-f4b0-4a4f-89be-a32109946ded","Add varun sandesh to cast/crew"
"varun sandesh","Nindha","2024","Actor (Supporting)","✓ EXISTS","Nindha","నిందా","2024","100","3f73f743-4700-4a04-a127-b26d75459320","Add varun sandesh to cast/crew"
"venu","Swayamvaram","1999","Actor (Supporting)","✓ EXISTS","Swayamvaram","సవాయామవారామ","1999","100","56ee1e14-3171-40fe-b888-d7c9aa0ae3e0","Add venu to cast/crew"
"venu","Manasu Paddanu Kaani","2000","Actor (Supporting)","✓ EXISTS","Manasu Paddanu Kaani","మానాసు పాడడాను కాాని","2000","100","41562c7a-f4fe-4e12-937d-6a309c72f9fe","Add venu to cast/crew"
"venu","Hanuman Junction","2001","Actor (Supporting)","✓ EXISTS","Hanuman Junction","హానుమాన జునకటిోన","2001","100","f963b0eb-93e2-42dd-986b-a04ce0d2653f","Add venu to cast/crew"
"venu","Priya Nestama","2002","Actor (Supporting)","✓ EXISTS","Priya Nestama","ప్రియ నెసటామా","2002","100","5d6c429e-3f14-4cf6-90e0-eee6a6af0197","Add venu to cast/crew"
"venu","Kushi Kushiga","2004","Actor (Supporting)","✓ EXISTS","Kushi Kushiga","కుసహి కుసహిగా","2004","100","1ac78db4-557d-4112-8582-3f1fcfe0f65f","Add venu to cast/crew"
"venu","Sadaa Mee Sevalo","2005","Actor (Supporting)","✓ EXISTS","Sada Mee Sevalo","సాడా మీ సెవాలో","2005","93","7f159b56-c811-4f93-ba05-fb1c22fbb905","Add venu to cast/crew"
"venu","Chintakayala Ravi","2008","Actor (Supporting)","✓ EXISTS","Chintakayala Ravi","కహినటాకాయాలా రావి","2008","100","4a599c36-472b-4270-9b19-2270133b1edd","Add venu to cast/crew"
"venu","Gopi Gopika Godavari","2009","Actor (Supporting)","✓ EXISTS","Gopi Gopika Godavari","గోపి గోపికా గోదావరి","2009","100","0030b677-e00f-4df1-ae79-03359d888d98","Add venu to cast/crew"
"venu","Ramarao on Duty","2022","Actor (Supporting)","✓ EXISTS","Ramarao on Duty","రామారావు ఆన్ డ్యూటీ","2022","100","22e366f3-2562-44d5-8bdb-777a68f7ee7c","Add venu to cast/crew"
"vishnu","Vishnu","2003","Actor (Supporting)","✓ EXISTS","Vishnu","విసహను","2003","100","8ca3d57b-615a-4a9f-b84f-8e9fe61e4035","Add vishnu to cast/crew"
"vishnu","Suryam","2004","Actor (Supporting)","✓ EXISTS","Suryam","సురయామ","2004","100","d0669561-43c3-4a61-acb8-15b049cf5a6b","Add vishnu to cast/crew"
"vishnu","Political Rowdy","2005","Cameo appearance (Cameo)","✓ EXISTS","Political Rowdy","పోలిటికాల రౌడీ","2005","100","d7c7d18a-2051-4acd-bc57-24fc518cc725","Add vishnu to cast/crew"
"vishnu","Astram","2006","Actor (Supporting)","✓ EXISTS","Astram","ాసటరామ","2006","100","50e86001-032a-49a5-91a4-a84a3c36e392","Add vishnu to cast/crew"
"vishnu","Dhee","2007","Actor (Supporting)","✓ EXISTS","Dhee","డహెె","2007","100","78ac1458-e63a-4c14-a5e4-6d2ef7910595","Add vishnu to cast/crew"
"vishnu","Krishnarjuna","2008","Actor (Supporting)","✓ EXISTS","Krishnarjuna","కరిసహనారజునా","2008","100","c4ea2405-f254-4cf2-a508-654d49be3ea3","Add vishnu to cast/crew"
"vishnu","Vastadu Naa Raju","2011","Actor (Supporting)","✓ EXISTS","Vastadu Naa Raju","వాసటాడు నా రాజు","2011","100","e51ea8fa-7f3a-427c-8e23-0dd12a1bba7a","Add vishnu to cast/crew"
"vishnu","Denikaina Ready","2012","Actor (Supporting)","✓ EXISTS","Dhenikaina Ready","డహెనికాినా రెాడయ","2012","93","581de389-c344-4d0e-9d84-983dc53bc30b","Add vishnu to cast/crew"
"vishnu","Doosukeltha","2013","Actor (Supporting)","✓ EXISTS","Doosukeltha","డోోసుకెలటహా","2013","100","5ebad324-217b-451e-bf24-c6bbde1a7f46","Add vishnu to cast/crew"
"vishnu","Pandavulu Pandavulu Tummeda","2014","Actor (Supporting)","✓ EXISTS","Pandavulu Pandavulu Tummeda","పానడావులు పానడావులు టుమమెడా","2014","100","57f88672-024d-4e34-b575-1fea135d96a7","Add vishnu to cast/crew"
"vishnu","Dynamite","2015","Actor (Supporting)","✓ EXISTS","Dynamite","డయనామిటె","2015","100","a9efebac-d20a-4670-9666-57f57e7a8aa8","Add vishnu to cast/crew"
"vishnu","Eedo Rakam Aado Rakam","2016","Actor (Supporting)","✓ EXISTS","Eedo Rakam Aado Rakam","ెెడో రాకామ ాాడో రాకామ","2016","100","3e91b9f9-de12-46ea-a921-3b086d9282a7","Add vishnu to cast/crew"
"vishnu","Luckunnodu","2017","Actor (Supporting)","✓ EXISTS","Luckunnodu","లుకకుననోడు","2017","100","8224e268-60a7-41a4-88ed-0633596c046c","Add vishnu to cast/crew"
"vishnu","Gayatri","2018","Actor (Supporting)","✓ EXISTS","Gayatri","గాయత్రి","2018","100","d39489d8-13ff-4172-bafd-22c8e0403f0b","Add vishnu to cast/crew"
"vishnu","Voter","2019","Actor (Supporting)","✓ EXISTS","Voter","వోటెర","2019","100","0fb89070-82fe-4b1b-a55e-a4d7fe9989a8","Add vishnu to cast/crew"
"vishnu","Mosagallu","2021","Actor (Supporting)","✓ EXISTS","Mosagallu","మోసాగాలలు","2021","100","8d5051df-f8e9-4277-b7aa-a5d5500db491","Add vishnu to cast/crew"
"vishnu","Ginna","2022","Actor (Supporting)","✓ EXISTS","Ginna","గిననా","2022","100","ca8c5d61-9533-41b3-bcfe-fcd15a8e390f","Add vishnu to cast/crew"
"vishnu","Vastadu Naa Raju","2011","Actor (Supporting)","✓ EXISTS","Vastadu Naa Raju","వాసటాడు నా రాజు","2011","100","e51ea8fa-7f3a-427c-8e23-0dd12a1bba7a","Add vishnu to cast/crew"
"vishnu","Denikaina Ready","2012","Actor (Supporting)","✓ EXISTS","Dhenikaina Ready","డహెనికాినా రెాడయ","2012","93","581de389-c344-4d0e-9d84-983dc53bc30b","Add vishnu to cast/crew"
"vishnu","Doosukeltha","2013","Actor (Supporting)","✓ EXISTS","Doosukeltha","డోోసుకెలటహా","2013","100","5ebad324-217b-451e-bf24-c6bbde1a7f46","Add vishnu to cast/crew"
"vishnu","Current Theega","2014","Actor (Supporting)","✓ EXISTS","Current Theega","కురరెనట టహెెగా","2014","100","cc59a075-5b1a-48de-944c-aa695909fc27","Add vishnu to cast/crew"
"vishnu","Singham 123","2015","Actor (Supporting)","✓ EXISTS","Singham 123","సినగహామ 123","2015","100","0d5e4f6f-adc7-437b-816f-534f7f5024c2","Add vishnu to cast/crew"
"vishnu","Mosagallu","2021","Actor (Supporting)","✓ EXISTS","Mosagallu","మోసాగాలలు","2021","100","8d5051df-f8e9-4277-b7aa-a5d5500db491","Add vishnu to cast/crew"
"vishnu","Son Of India","2022","Actor (Supporting)","✓ EXISTS","Son of India","సోన ఆఫ్ ినడిా","2022","100","23e394bf-3cdd-403b-88d7-fc9b2014394f","Add vishnu to cast/crew"
"vishnu","Kannappa","2025","Actor (Supporting)","✓ EXISTS","Kannappa","కన్నప్ప","2025","100","eb082268-e3bc-4fd3-856d-223803ff01c5","Add vishnu to cast/crew"
